id_groupe_terroriste;libellé_groupe_terroriste
2565;Proletarian Division for the Army of Communist Liberation
2566;Proletarian Fighting Brigades
2567;Proletarian Fighting Patrol
2568;Proletarian Initiative and Offensive for W. Europe
2569;Proletarian Nuclei for Communism
2570;Proletarian Nucleus
2571;Proletarian Patrols
2572;Proletarian Resistance Movement
2573;Proletarian Revolutionary Action Front (FRAP)
2574;Proletarian Solidarity
2575;Proletariat Self-defense Groups
2576;Pro-LGBT Rights extremists
2577;Pro-Libyan
2578;Prolitarian Internationalism
2579;Pro-Pakistani extremists
2580;Pro-Palestinian Group
2581;Pro-Palestinian Immigrants
2582;Pro-Russia Militia
2583;Pro-State Militiamen
2584;Protectors of Islam Brigade
2585;Protestant Action Group
2586;Protestant extremists
2587;Protesters
2588;Provisional Coordinating Committee for the Defense of Labor
2589;Provisional RSPCA
2590;Puerto Rican Armed Resistance
2591;Puerto Rican Liberation Front
2592;Puerto Rican Nationalists
2593;Puerto Rican Resistance Movement
2594;Puerto Rican Revolutionary Movement
2595;Puka Inti Maoist Communist Party
2596;Punitive Leftist Front
2597;Punjabi Taliban
2598;Puratchi Puligal
2599;Purbo Banglar Communist Party
2600;Qaddaffis
2601;Qari Kamran Group
2602;Quartermoon Society
2603;Quebec Separatists
2604;Quintin Lame
2605;Rabbi Rahane Group
2606;Rabha National Security Force
2607;Rabid Brothers of Giuliani
2608;Radical Communist Armed Nucleus
2609;Radicals
2610;Rafallah al-Sahati Brigade
2611;Rahanwein Resistance Army (RRA)
2612;Raia Mutomboki Militia
2613;Rajah Solaiman Revolutionary Movement
2614;Rajneeshees
2615;Rally of Democratic Forces (RAFD)
2616;Ramiro Ledesma Social Centre
2617;Ramzi Nahra Martyr Organization
2618;Ranbir Sena
2619;Random Anarchists
2620;Rashtriya Swayamsevak Sangh
2621;Raskamboni Movement
2622;Rastas
2623;Rastriya Janashakti Party (RJP)
2624;Raul Ernesto Cruz Leon, Salvadorian
2625;Raul Sendic International Brigade
2626;Real Irish Republican Army (RIRA)
2627;Real Ulster Freedom Fighters (UFF) - Northern Ireland
2628;Rebel Armed Forces of Guatemala (FAR)
2629;Rebel Military Unit
2630;Rebel Socialists
2631;Rebellious Group Lambros Foundas
2632;Rebels
2633;Rebels backing deposed Pres. Zviad Gamsakhurdia
2634;Recompras
2635;Recontras
2636;Red Army Faction (RAF)
2637;Red Army for the Liberation of Catalonia
2638;Red Brigades
2639;Red Brigades Fighting Communist Party (BR-PCC)
2640;Red Brigades Fighting Communist Union (BR-UCC)
2641;Red Cell
2642;Red Commandos
2643;Red Dawn Front (Frente Amanecer Rojo)
2644;Red Egbesu Water Lions
2645;Red Flag
2646;Red Flag (Venezuela)
2647;Red Flying Squad
2648;Red Guard
2649;Red Guerilla Family
2650;Red Guerrilla
2651;Red Hand Commandos
2652;Red Hand Defenders (RHD)
2653;Red June
2654;Red June of 14 June
2655;Red Line
2656;Red Patriots Group
2657;Red Resistance Front
2658;Red Revolutionary Front
2659;Red Scorpion
2660;Red Sea Afar Democratic Organization (RSADO)
2661;Red Tribune
2662;Reform of the Armed Forces Movement
2663;Regulators
2664;Relatives of terrorist
2665;Republic of New Afrika
2666;Republic of Texas
2667;Republican Action Against Drugs (RAAD)
2668;Republican Action Force
2669;Republican Anticlerical Group
2670;Republican Forces of Burundi (FOREBU)
2671;Republican People's Party
2672;Resistance Cell
2673;Resistance Movement
2674;Resistance Movement of the Union of Revolt Workers
2675;Resistance, Liberation and Independence Organization (AAA)
2676;Resistencia Galega
2677;Resistenza
2678;Resistenza Corsa
2679;Retired Soldier
2680;Return, Reclamation, Rehabilitation (3L)
2681;Revenge Brigade
2682;Revenge Movement
2683;Revenge of the Trees
2684;Revolted Persons of the Polytech School
2685;Revolutionaries Army (Jaysh al-Thowwar)
2686;Revolutionaries of the Streets
2687;Revolutionary Action
2688;Revolutionary Action Front
2689;Revolutionary Action Groups
2690;Revolutionary Action of Liberation
2691;Revolutionary Action Organization of the Arab Resistance Front
2692;Revolutionary Action Party
2693;Revolutionary Anarchist Armed Terrorist Movement
2694;Revolutionary Anti-Capitalist Initiative
2695;Revolutionary Anti-Racist Action
2696;Revolutionary Arab Youth Organization
2697;Revolutionary Armed Forces (FAR)
2698;Revolutionary Armed Forces- Argentina (FAR-A)
2699;Revolutionary Armed Forces for the Liberation of Colombia (FALCO)
2700;Revolutionary Armed Forces of Colombia (FARC)
2701;Revolutionary Armed Forces of Nicaragua (FARN)
2702;Revolutionary Armed Organization
2703;Revolutionary Army
2704;Revolutionary Autonomous Group
2705;Revolutionary Bolivariano Movement 200
2706;Revolutionary Cells
2707;Revolutionary Cells (Argentina)
2708;Revolutionary Cells Network (SRN)
2709;Revolutionary Cells-Animal Liberation Brigade
2710;Revolutionary Christians of the Cedars
2711;Revolutionary Combat Brigades
2712;Revolutionary Command
2713;Revolutionary Commandos of Solidarity
2714;Revolutionary Commandos of the People (CRP)
2715;Revolutionary Committee for Counter Force
2716;Revolutionary Committee of Mozambique (COREMO)
2717;Revolutionary Communist Armed Nuclei
2718;Revolutionary Communist Centre (RCC)
2719;Revolutionary Communist League (LCR) (Spain)
2720;Revolutionary Communist Party
2721;Revolutionary Communist Youth Brigade (RCYB)
2722;Revolutionary Continuity
2723;Revolutionary Coordination of the Masses
2724;Revolutionary Eelam Organization (EROS)
2725;Revolutionary Fighting Group 80
2726;Revolutionary Flames
2727;Revolutionary Force
2728;Revolutionary Force 26
2729;Revolutionary Force 9
2730;Revolutionary Force Seven
2731;Revolutionary Forces for the Liberation of Iraq
2732;Revolutionary Front
2733;Revolutionary Front for an Independent East Timor (FRETILIN)
2734;Revolutionary Front for Hatian Advancement and Progress (FRAPH)
2735;Revolutionary Front for National Liberation
2736;Revolutionary Headquarters (Turkey)
2737;Revolutionary Insurgent Armed Forces of Ecuador (FAIRE)
2738;Revolutionary Internationalist Solidarity
2739;Revolutionary Labor Commandos
2740;Revolutionary Labor Organization
2741;Revolutionary Leninist Brigades
2742;Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece
2743;Revolutionary Liberation Cells
2744;Revolutionary Militant Left organization
2745;Revolutionary Military Council
2746;Revolutionary Movement
2747;Revolutionary Movement for National Salvation (REMNASA)
2748;Revolutionary Movement of People in Arms
2749;Revolutionary Nationalist Movement
2750;Revolutionary Nuclei
2751;Revolutionary Organization of People in Arms (ORPA)
2752;Revolutionary Organization of Socialist Muslims
2753;Revolutionary Patriotic Anti-Fascist Front (FRAP)
2754;Revolutionary Peoples Army
2755;Revolutionary People's Struggle (ELA)
2756;Revolutionary Perspective
2757;Revolutionary Popular Left
2758;Revolutionary Proletarian Army
2759;Revolutionary Proletarian Initiative Nuclei (NIPR)
2760;Revolutionary Punishment Movement
2761;Revolutionary Road
2762;Revolutionary Security Apparatus
2763;Revolutionary Solidarity
2764;Revolutionary Struggle
2765;Revolutionary Student Brigade
2766;Revolutionary Student Front
2767;Revolutionary Student Movement (MER)
2768;Revolutionary United Front (RUF)
2769;Revolutionary United Front Movement
2770;Revolutionary Vanguard
2771;Revolutionary Violence Units
2772;Revolutionary Voice of the People (VPR)
2773;Revolutionary Worker Clandestine Union of the People Party (PROCUP)
2774;Revolutionary Workers' Council (Kakurokyo)
2775;Revolutionary Workers Party
2776;Revolutionary Workers Party of Bolivia (PRTB)
2777;Revolution's Brigade
2778;Rezi Rezai International Brigades
2779;Rhodesian guerillas
2780;Ricardo Franco Front (Dissident FARC)
2781;RIF Popular Front
2782;Right Sector
2783;Right Wing Christian extremists
2784;Right Wing Lebanese Militiamen
2785;Right Wing Vigilantes
2786;Rightist supporters of Democratic Alliance
2787;Right-Wing Death Squad
2788;Right-wing extremists
2789;Right-Wing Group
2790;Right-Wing Gunmen
2791;Right-Wing Militants
2792;Right-Wing National Youth Front
2793;Right-Wing Paramilitaries
2794;Right-Wing Rebel Military Group
2795;Right-wing Terrorists
2796;Right-Wing Youths
2797;rioters
2798;Rival Activists
2799;Rival Afghan Group
2800;Rival Bangledesh Chhatra League Faction
2801;Rival caste
2802;Rival clan
2803;Rival Parts
2804;Rival Party Members
2805;Rival peasant band
2806;Rival Soccer Clubs
2807;Rival Zulu Group, name not stated
2808;Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs
2809;Rizvon Sadirov Group
2810;Roberto Santucho Revolutionary Group
2811;Robin Food
2812;Robin Garcia Student Front
2813;Rodolfo Walsh National Command
2814;Rodrigo Franco Command
2815;Rohingya extremists
2816;Rohingya Solidarity Organization
2817;Roque Dalton Commando
2818;ROSADO-SOTO Command
2819;Rote Zora
2820;Rubicon (Rouvikonas)
2821;Rugovasit Group
2822;Ruminahui Front
2823;Runda Kumpulan Kecil (RKK)
2824;Russian extremists
2825;Russian Militia
2826;Russian separatists
2827;Russian Unity
2828;RVA
2829;Rwanda Patriotic Front (RPF)
2830;Rwenzururu Rebels
2831;RYF
2832;S. O. S. France
2833;Sa'ad Militia
2834;Sabaot Land Defense Force (SLDF)
2835;Sabaot Tribe
2836;Sabaot tribesmen
2837;Saffron Tigers
2838;Sagrado Corazon Fanatic Group
2839;Saharan Revolutionary Armed Front (FARS)
2840;Saif-ul-Muslimeen
2841;Salafi Abu-Bakr al-Siddiq Army
2842;Salafi Daawa Group
2843;Salafi Extremists
2844;Salafia Jihadia
2845;Salafist Group for Preaching and Fighting (GSPC)
2846;Salah al-Din Squad
2847;Salvadoran Guerrillas
2848;Sammilito Sangskritik Jote (Alliance of Cultural Forums)
2849;Samyukta Janatantrik Terai Mukti Morcha (SJTMM)
2850;Samyukta Jatiya Mukti Morcha (SJMM)
2851;Samyukta Terai Madhes Mukti Party
2852;Sanaa Province of the Islamic State
2853;Sanatan Sanstha
2854;Sandinist People's Army (EPS)
2855;Sandinista National Liberation Front (FSLN)
2856;Sandinista Protester
2857;Sandinistas
2858;Sandval (union) Movement
2859;Sanghiya Limbuwan Committee (SLC)
2860;Sanidila Secessionist Movement
2861;Saor Eire (Irish Republican Group)
2862;Saraya al-Mukhtar
2863;Saraya al-Salam
2864;Saraya Waad Allah
2865;Sardinian Autonomy Movement
2866;Sasna Tsrer
2867;Saudi Hezbollah
2868;Save Kashmir Movement
2869;Save Our Israel Land
2870;Save Uganda Movement
2871;Sayfullakh
2872;Scheutzen group
2873;Schiedam Youth Front
2874;Scooter Borne terrorists
2875;Scottish National Liberation Army
2876;Scottish Nationalists
2877;Scottish Socialist Republican League
2878;Sea Shepherd Conservation Society
2879;Seaborne Moslem Raiders
2880;Seattle Liberation Front
2881;Secessionists
2882;Secret Anti-Communist Army (ESA)
2883;Secret Army Organization
2884;Secret Cuban Government
2885;Secret Organization of al-Qaida in Europe
2886;Secret Organization Zero
2887;Sect of Revolutionaries (Greece)
2888;Seiji Kesha Kokuyukai
2889;Seikijuku
2890;Sekihotai
2891;Seleka
2892;Self Defense Forces
2893;Self-Defense Against All Authority
2894;Self-Defense Group of Imghad Tuaregs and Allies (GATIA)
2895;self-styled iconoclasts-nihilists
2896;"Senki (""Battle Flag"")"
2897;Separatist Arab Guerrillas
2898;Separatist Clandestine Organization
2899;Separatists
2900;September 11
2901;September 11 Commandos
2902;September 17 Organization
2903;Serb demonstrators
2904;Serb Radical Party
2905;Serbian extremists
2906;Serbian Gangsters
2907;Serbian guerrillas
2908;Serbian irregulars
2909;Serbian Nationalists
2910;Serbian rebels
2911;Serbs
2912;Servants of Islam Organization
2913;Ses'khona Peoples' Rights Movement
2914;Settlers at Kfar Darom
2915;SFT
2916;Shabelle Valley militia
2917;Shabwah Province of the Islamic State
2918;Shahid Khalsa Force
2919;Shahin (Falcon)
2920;Sham 'unite
2921;Shamil Group
2922;Shamiya Front
2923;Shan Insurgents
2924;Shan State Army - North (SSA-N)
2925;Shan State Army - South (SSA-S)
2926;Shan State Progressive Party
2927;Shan United Revolutionary Army
2928;Shangytown residents
2929;Shanti Bahini - Peace Force
2930;Shanty Dwellers
2931;Sharivad 17 Tal-Al-Za'atar(Sept 17 Tal-Al-Za'atar)
2932;Sharp Sword Organization
2933;Shaykh Hassan Khalid Forces
2934;Shaykh Subhi Al-Salih Forces
2935;Sheikh Omar Hadid Brigade
2936;Shia Muslim extremists
2937;Shield of Islam Brigade
2938;Shining Path (SL)
2939;Shinwari Tribe
2940;Shiv Sena
2941;Shonkonjuku Group
2942;Shop owners
2943;Shuar extremists
2944;Shura Council of Ajdabiya Revolutionaries
2945;Shura Council of Benghazi Revolutionaries
2946;Shura Council of Mujahideen in Derna
2947;Siah KAL
2948;Sicarii
2949;Sikh Extremists
2950;Simon Bolivar Guerrilla Coordinating Board (CGSB)
2951;Sinai Province of the Islamic State
2952;Sindh Liberation Front
2953;Sindh Revolutionary Army
2954;Sindhi nationalists
2955;Sindhu Desh Liberation Army (SDLA)
2956;Sindhudesh Revolutionary Army (SRA)
2957;Sinhalese Extremists
2958;Sinhalese Insurgents
2959;Sinhalese Militants
2960;Sipah-e-Sahaba/Pakistan (SSP)
2961;Sipah-I-Mohammed
2962;Sirri Powz
2963;Sisters in Arms
2964;Sixth of March Group
2965;SKIF Detachment
2966;Skinhead group
2967;Skinheads
2968;Slum Dwellers
2969;Smugglers and Elephant Poachers
2970;Social Christian Party (PSC)
2971;Social Resistance
2972;Socialist Chhatra League
2973;Socialist Labor Party of Lebanon
2974;Socialist Patients' Collective (SPK)
2975;Socialist Recovery Movement
2976;Socialist Revolutionary Brigade
2977;Socialist-Nationalist Front (SNF)
2978;Soldiers of the Algerian Opposition
2979;Soldiers of the Caliphate
2980;Soldiers of Truth
2981;Solidarist Resistance Movement
2982;Solidarity with imprisoned members of Action Directe (AD)
2983;Somali Gang
2984;Somali Guerrillas
2985;Somali Islamic Front
2986;Somali National Alliance
2987;Somali National Movement
2988;Somali Patriotic Movement
2989;Somali Salvation Democratic Front (SSDF)
2990;Somali Salvation Front (SSF)
2991;Somoza Sympathizers
2992;Somozists
2993;Sons of Liberty
2994;Sons of the Gestapo
2995;Sons of the South
2996;Sons of the South (Shiite Muslim Group)
2997;Soskan tribe
2998;South African guerrillas
2999;South African Liberation Support Cadre (SALSC)
3000;South East Antrim Brigade
3001;South Group (Russia)
3002;South Lebanon Army
3003;South Londonderry Volunteers (SLV)
3004;South Moluccans
3005;South Ossetian Extremists
3006;South Ossetian Separatists
3007;South Sudan Armed Forces (SSAF)
3008;South Sudan Democratic Army
3009;South Sudan Liberation Army (SSLA)
3010;Southern Front
3011;Southern Mobility Movement (Yemen)
3012;Southern Nucleus of Communist Counterpower
3013;Southern Sierra Peasant Organization
3014;Southern Yemen Separatists
3015;South-West Africa People's Organization (SWAPO)
3016;Sovereign Citizen
3017;Sovereign Panama Patriotic Front
3018;Soviet and Cuban-backed rebels/mercenaries
3019;Spanish Armed Group
3020;Spanish Basque Battalion (BBE) (rightist)
3021;Spanish Falange
3022;Spanish International Communist Party
3023;Spanish National Action
3024;Special Purpose Islamic Regiment (SPIR)
3025;Squadrons of Terror (Katibat El Ahoual)
3026;Squatters
3027;St. Kitts Nevis Labor Party
3028;State Council of Indian and Peasant Organization
3029;Stop the War Coalition
3030;Strike Enforcers
3031;Strikers
3032;Striking Minors Group
3033;Struggle Against Misery and Exploitation of Peasants
3034;Student Demonstrators
3035;Student Front of the People
3036;Student Militants
3037;Student Network of Mandalay
3038;Student Radicals
3039;Student Revolutionary Front (FER)
3040;Students
3041;Students  U of PNG
3042;Students for a Democratic Society
3043;Students for a Democratic Society (SDS) (German)
3044;Students For Insurrection
3045;Students Islamic Movement of India (SIMI)
3046;Subversives
3047;Sudan Alliance Forces
3048;Sudan Liberation Army-Minni Minawi (SLA-MM)
3049;Sudan Liberation Movement
3050;Sudan People's Liberation Army (SPLA)
3051;Sudan People's Liberation Movement - North
3052;Sudan People's Liberation Movement in Opposition (SPLM-IO)
3053;Sudan Revolutionary Front (SRF)
3054;Sudanese mostly Christian rebels
3055;Sudanese People's Front
3056;Sudanese People's Liberation Forces
3057;Sudanese Rebels
3058;Sudtiroler Volkspartei-south tyrol people's party
3059;Sudurpaschim Janata Dal
3060;Suicide Squad
3061;Sungu Sungu
3062;Sunni Muslim extremists
3063;Sunni Resistance Committees in Lebanon (SRCL)
3064;Sunni Supporters
3065;Support for Refugees (Appui aux Refugies)
3066;Support of Ocalan-The Hawks of Thrace
3067;Supporter of Bhutto
3068;Supporters of Abd Rabbuh Mansur Hadi
3069;Supporters of Ali Abdullah Saleh
3070;Supporters of Ali Mahdi Mohammed
3071;Supporters of Charles Manson
3072;Supporters of Colonel Mahmud Khudoyberdiyev
3073;Supporters of Ernest Wamba dia Wamba
3074;Supporters of Ex-President Gamsakhurdial
3075;Supporters of General Lino Oviedo
3076;Supporters of Johnny Adair
3077;Supporters of Johnny Paul Koroma
3078;Supporters of Joshua Nkomo
3079;Supporters of Laurent Nkunda
3080;Supporters of leftist Gana-Oikya Front
3081;Supporters of Muhammad Umar Habib
3082;Supporters of Muse Sudi Yalahow
3083;Supporters of opposing candidate Abdu Sakurtan
3084;Supporters of Pascal Lissouba
3085;Supporters of President J-B Aristide
3086;supporters of presidential candidate Belisario Bet
3087;Supporters of Qadhafi
3088;Supporters of ret. Gen. Lino Oviedo
3089;Supporters of Right and Freedom
3090;Supporters of Saddam Hussein
3091;Supporters of Second Prime Minister Hun Sen
3092;Supporters of Sultan Abd-al-Bagi
3093;Supporters of the Islamic State in Jerusalem
3094;Supporters of the Islamic State in the Land of the Two Holy Mosques
3095;Supporters Opposition Leader Etienne Tshisekedi
3096;Supporters, House Speaker Ramon Mitra
3097;Supreme Command for Jihad and Liberation
3098;Supreme Council for Islamic Revolution in Iraq (SCIRI)
3099;Supreme Islamic Council
3100;Suqour al-Ahvaz
3101;Suriname Liberation Front
3102;Surinamese Amerindians
3103;Survivors of Golfech
3104;Survivors of Hama
3105;suspended policemen
3106;Swatantra Nepal Dal
3107;Swaziland Youth Congress (Swayoco)
3108;Sword of Islam
3109;Symbionese Liberation Army (SLA)
3110;"Sympathizers of ""Iranian People's Zeda'i"""
3111;Sympathizers of Al-Qaida Organization
3112;Syndicalist Action Groups
3113;Syrian Army deserters
3114;Syrian Battle Front
3115;Syrian Democratic Forces (SDF)
3116;Syrian Mujahideen
3117;Syrian Resistance
3118;Syrian Social Nationalist Party
3119;Syrian Terror
3120;Syrian Turkmen Brigades
3121;Syrians
3122;SYS
3123;Ta'ang National Liberation Army (TNLA)
3124;Tabu Tribe
3125;Tacayana Indians
3126;Taihikai (Great Sadness)
3127;Taikosha, right wing group
3128;Tajamo Ansar al-Islam
3129;Tajik Rebels
3130;Takfir wal-Hijra (Excommunication and Exodus)
3131;Taliban
3132;Taliban (Pakistan)
3133;Tamil Eelam Liberation Organization (TELO)
3134;Tamil Liberation Army
3135;Tamil Makkal Viduthalai Pulikal (TMVP)
3136;Tamil Nadu Liberation Army
3137;Tamils
3138;Tanyus Shanin Armed Unit
3139;Tanzeem al-Islami al-Furqan
3140;Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen
3141;Tanzim
3142;Tarok Militia
3143;Tawheed Militia
3144;Tawheedul Islam
3145;Tawhid and Jihad
3146;Tawhid and Jihad (Palestine)
3147;Taxi Drivers
3148;Tayeb Al-Afghani's Islamist Group
3149;Tehama Movement
3150;Tehrik al-Mojahedin
3151;Tehrik-e-Galba Islam
3152;Tehrik-e-Hurriyat (TeH)
3153;Tehrik-e-Jehad-e-Islami
3154;Tehrik-e-Khilafat
3155;Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM)
3156;Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade)
3157;Tehrik-e-Taliban Islami (TTI)
3158;Tehrik-e-Tuhafaz (Pakistan)
3159;Tehrik-i-Taliban Pakistan (TTP)
3160;Tela Mohammed
3161;Telangana Separatists
3162;Temple Mount Faithful Movement
3163;Tepi Youth
3164;Terai Army
3165;Terai Cobra
3166;Terai Communist Party
3167;Terai Janatantrik Madhes Party
3168;Terai Janatantrik Party
3169;Terai Janatantrik Party (TJP)
3170;Terai Madheshi Mukti Morcha (TMMM)
3171;Terai Rastriya Mukti Sena (TRMS)
3172;Terena Indians
3173;Terra Lliure
3174;Territorial Anti-Fascist Patrols
3175;Territorial Armed Groups for Communism
3176;Territorial Cells for Boycotting the Elections
3177;Territorial Communist Command
3178;Territorial Communist Units
3179;Territorial Patrols of Anti-Fascist Vigilance
3180;Territorial Resistance Army
3181;Terror Against Terror
3182;Terrorists
3183;Terrorists Guerrilla Group
3184;Thai Communists
3185;Thai Islamic Militants
3186;Thanthai Periyar Dravidar Kazhagam (TPDK)
3187;Tharuhat Joint Struggle Committee (TJSC)
3188;Thavar Caste
3189;The 78 Unemployed
3190;The Aref Boluki Dynamite group
3191;The Armed Secret Organization
3192;The Association for Islamic Mobilisation and Propagation (UAMSHO)
3193;The Black Sun
3194;The Call of Jesus Christ
3195;The Eradication of Evil
3196;The Extraditables
3197;The Front for the Liberation of the Cabinda Enclave - Renewed (FLEC)
3198;The Great Serpent
3199;The Husayn Ubayyat Martyrs' Brigades
3200;The Illegal Fisherman of the Night
3201;The Independent Military Wing of the Syrian Revolution Abroad
3202;The Inevitables
3203;The Irish Volunteers
3204;The Islamic Movement
3205;The Islamic Revolution to Liberate Palestine
3206;The Jean Marc Rouillan Armed and Heartless Columns
3207;The Jewish Execution with Silence
3208;The Joint Revolutionary Council
3209;The Justice Department
3210;The Mujahadeen Room in Latakia Countryside
3211;The Mukti Bahini
3212;The Nation's Army
3213;The New Irish Republican Army
3214;The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)
3215;The Order (Silent Brotherhood)
3216;The Order II (Bruder Schweigen Strike Force II)
3217;The Ordinary Men
3218;The Organization for the Return of Legality
3219;The Scorpion
3220;The Third Way (Der III. Weg)
3221;The Unit of the Chemical Weapons Martyrs
3222;The United Revolutionary Front of Bhutan
3223;The United Southern Front
3224;The War That Was Never Declared
3225;The World United Formosans for Independence (WUFI)
3226;Thomas Muenzer Wild Band
3227;Three Stars Autonomous Commando
3228;Thunder of Zion
3229;Tibetan separatists
3230;Ticuna Indian
3231;Tigers
3232;Tigray Peoples Liberation Front (TPLF)
3233;Timorese guerrillas
3234;Timorese Students
3235;Tiv Militia
3236;Tiwa Liberation Army
3237;Togolese Dissidents
3238;Togolese Peoples Rally
3239;Tolib Ayombekov loyalists
3240;Tonino Micciche Workers Nucleus
3241;Tontons Macoutes
3242;Tony El Pelou Band
3243;Toposa and Dongiro Tribes
3244;Tribal Battlefront
3245;Tribal Clash
3246;Tribal Group
3247;Tribal guerrillas
3248;Tribal Revolutionary Army (TRA)
3249;Tribal Separatists
3250;Tribal Thumb
3251;Tribesmen
3252;Tribesmen Murad Tribe
3253;Tribesmen, al-Itada
3254;Trinitarians
3255;Tripoli Martyrs Battalion
3256;Tripoli Province of the Islamic State
3257;Tripoli Revolutionaries Battalion
3258;Tripura Group
3259;Tripura National Volunteers (TNV)
3260;Tripura Nationalists
3261;Tripura Separatists
3262;Tritiya Prastuti Committee (India)
3263;Tuareg extremists
3264;Tuareg Guerrillas
3265;Tucayana Amerindians
3266;Tulawie Clan
3267;Tunisian Armed Resistance
3268;Tupac Amaru Revolutionary Movement (MRTA)
3269;Tupac Katari Guerrilla Army (EGTK)
3270;Tupamaro Revolutionary Movement
3271;Tupamaros (Uruguay)
3272;Turkestan Islamic Party
3273;Turkish Communist Party/Marxist (TKP-ML)
3274;Turkish Communist Workers Party
3275;Turkish Hezbollah
3276;Turkish Islamic Commandos
3277;Turkish Islamic Jihad
3278;Turkish Leftists
3279;Turkish Marxist Workers Party
3280;Turkish People's Liberation Army
3281;Turkish People's Liberation Front (TPLF)(THKP-C)
3282;Turkish radicals
3283;Turkish Revenge Brigade
3284;Turkish Revolutionaries
3285;Turkish separatists (probably Kurds)
3286;Turks
3287;Turks of Western Thrace
3288;Tutsi
3289;Tyrol Separatists
3290;Tyrolean Defense League
3291;U/I Asian Gang
3292;U/I Catholic Traditionalists
3293;U/I Islamic Separatists
3294;U/I Liberian Gunmen
3295;U/I Liberians
3296;U/I Militia Group led by Raul Martinez
3297;U/I Private army of wral politician
3298;U/I Snipers
3299;U/I Somali Militiamen
3300;U/l men
3301;Uganda Democratic Christian Army (UDCA)
3302;Uganda Federal Army
3303;Uganda Federal Democratic Alliance (UFEDA)
3304;Uganda Freedom Movement (UFM)
3305;Uganda National Liberation Front (UNLF)
3306;Uganda People's Army
3307;Ugandan People's Democratic Army
3308;Ugandan Rebels
3309;Uighur Liberation Organization
3310;Uighur Separatists
3311;Ujjan Tribe
3312;Ukrainian Insurgent Army
3313;Ukrainian Liberation Front
3314;Ukrainian nationalists
3315;Ulster Freedom Fighters (UFF)
3316;Ulster Volunteer Force (UVF)
3317;Ultra Conservative Clerical Group
3318;Ultra Nationalist Group, name not given
3319;Umar al-Mukhtar Martyr Forces
3320;Umbane People's Liberation Army (Swaziland)
3321;Ummah Liberation Army
3322;Unarmed Algerian
3323;Unemployed Persons
3324;Unidad Militar Bolivariana
3325;Unidentified Infiltrators
3326;Unification Army Sons Brigade
3327;Unified Communist Party of Nepal (Maoist)
3328;Unified Kurdish Socialist Party
3329;Unified Workers Command
3330;Union Du People Corse
3331;Union for Peace in Central Africa (UPC)
3332;Union Guerrera Blanca (UGB)
3333;Union members
3334;Union of Chadian Forces (UFNT)
3335;Union of Congolese Patriots (UPC)
3336;Union of Democratic Forces
3337;Union of Forces for Democracy and Development (UFDD)
3338;Union of Galilee Christians
3339;Union of Patriots for the Defense of Innocents (UPDI)
3340;Union of Peaceful Citizens of Algeria
3341;Union of Revolutionary Communists in Turkey (TIKB)
3342;Union of the People (UDP)
3343;Union of the Peoples of the Arabian Peninsula
3344;Union of Young Kurdish Revolutionaries
3345;Union Parishad
3346;Unione di u Populu Corsu (UPC)
3347;United Achik Liberation Army (UALA)
3348;United Action Council
3349;United Arab Revolution
3350;United Aryan Empire
3351;United Baloch Army (UBA)
3352;United Bengali Liberation Front (UBLF)
3353;United Democratic Front (UDF)
3354;United Democratic Liberation Army (UDLA)
3355;United Democratic Madhesi Front (UDMF)
3356;United Democratic Terai Liberation Front (UDTLF)
3357;United Ethnic Liberation Front (UELF)
3358;United Freedom Forces (BOG)
3359;United Freedom Front (UFF)
3360;United Front for Democracy Against Dictatorship
3361;United Front for Democratic Change (FUC)
3362;United Front for Nigeria's Liberation (UFNL)
3363;United Garo Security Force (UGSF)
3364;United Gorkha People's Organization (UGPO)
3365;United Janatantrik Terai Mukti Morcha (U-JTMM)
3366;United Jewish Underground
3367;United Jihad Council
3368;United Karbi Liberation Army (UKLA)
3369;United Kuki Liberation Front (UKLF) - India
3370;United Liberation Front for the New Algeria
3371;United Liberation Front of Assam (ULFA)
3372;United Liberation Front of Barak Valley (ULFBV) - India
3373;United Liberation Movement for Democracy in Liberia (ULIMO)
3374;United Liberation Torchbearers Forces
3375;United Nasirite Organizaiton
3376;United National Liberation Front (UNLF)
3377;United National Liberation Front of WESEA (UNLFW)
3378;United National Party
3379;United Nicaraguan Opposition
3380;United People's Democratic Front (UPDF) - Bangladesh
3381;United People's Democratic Solidarity (UPDS)
3382;United People's Front
3383;United Popular Action Front (FAPU)
3384;United Popular Action Movement
3385;United Popular Liberation Army of America
3386;United Reformation Protest of India
3387;United Revolutionary Front
3388;United Self Defense Units of Colombia (AUC)
3389;United Somali Congress
3390;United Students Forum
3391;United Tribal Liberation Army (UTLA)
3392;United Wa State Army
3393;Universal Liberation Front
3394;Universal Proutist Revolutionary Federation
3395;Unk (men in army uniforms with arms and gas masks)
3396;Unk Iranian Guerrillas
3397;unk masked raiders
3398;unk, protest against USSR invasion of Afghanistan
3399;Unknown
3400;unknown leftists opposed to summit
